Country.Region,b,Asym,xmid,P(b),P(Asym),P(xmid),deviance,converged,nbiter
Tunisia,0.0968542251610847,1012.7116887574788,18352.015854693418,1.5482686455074226e-62,1.2932893106098409e-92,0,15218.990198659232,1,19
Turkey,0.07245554553645045,165966.05721155737,18365.09145943429,6.102140106596793e-98,1.5410767549709077e-99,0,12194598.640157176,1,11
Turks and Caicos Islands,0.13394185629681177,11.667004896408724,18352.62324387825,9.549143003714411e-23,1.2440167262053795e-57,0,26.537848037212875,1,15
Uganda,0.18246150732246783,61.26377403477173,18348.012642140144,1.3959144005833404e-23,2.2846001714923144e-75,0,930.2419382778497,1,17
Ukraine,0.037889594120085704,43155.56708103624,18390.48259149556,1.119082189834954e-45,3.045930057072354e-19,2.289079878914057e-279,262472.9155036467,1,25
United Arab Emirates,0.0561499921051338,21620.548102069977,18373.180620979194,5.828298319670655e-55,4.649734362199769e-42,1.31086466e-316,488461.63745094946,1,31
United Kingdom,0.0612006875696459,238146.1636147414,18364.924997355833,1.6475400051206084e-95,3.546786502981633e-94,0,25785508.12573973,1,13
Uruguay,0.10556765743425925,570.1713180611049,18346.73672641568,1.8603492907336664e-56,1.8568142735859175e-96,0,9972.801635059124,1,23
United States,0.0671388032610904,1315121.149360783,18361.861349795876,1.3688200585785662e-86,1.748871831497095e-91,0,1949400275.1559923,1,14
Uzbekistan,0.09113775719216602,2636.002126222737,18364.486804675496,7.47573594938262e-36,1.6481343385561005e-42,0,110869.84693428088,1,14
"Venezuela, RB",0.041561546906019285,489.0055389825737,18360.749658162833,9.324191311585881e-14,2.0827386085049576e-12,1.6810240256982065e-256,17663.957293217085,1,20
Vietnam,0.094843114468492,290.18767017041716,18341.34303035778,6.314556496645029e-34,2.7190401250118974e-73,0,11310.83773123412,1,23
West Bank and Gaza,0.05260998255795563,741.1472979436884,18361.24126866736,1.0844421762274908e-15,5.149094625988125e-16,1.9289295234380717e-272,36828.72346046639,1,25
Western Sahara,0.356487366926387,5.979242121463406,18357.02056933253,1.0993925642841999e-15,1.6245028824406218e-71,0,11.100240857374253,1,22
"Yemen, Rep.",35.891026346313346,1.0000000000000022,18361.089699954595,0.9779534452046521,0,3.484840422748803e-252,1.8766431055560804e-22,0,50
Zambia,0.049039962456572016,120.0947880693873,18361.5874463158,4.407319438749006e-9,9.716182735350501e-9,1.9605844587429604e-252,1979.4451437675839,1,15
Zimbabwe,0.03742257417217582,88.10278618425882,18377.76478252475,2.6970821714190766e-14,6.934808464816368e-7,3.2572063178447685e-242,79.81973114202823,1,18
